user,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,total
ShottaBiggs#6516,16,0,0,0,0,0,0,0,0,2,0,2,2,1,0,1,3,0,0,0,0,0,0,0,27
renavlt#4826,7,0,0,0,0,0,0,0,0,5,0,4,0,2,3,1,2,16,6,7,9,13,2,7,84
Paul#5461,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
bokchoiii#2235,82,32,7,10,0,0,0,0,0,0,0,0,0,0,0,3,71,0,0,0,6,68,2,18,299
breezyexcursion#9570,38,0,0,0,0,0,0,0,16,6,2,1,0,0,9,0,9,59,41,68,17,0,2,0,268
SunbreakerforLife#6989,42,0,0,0,0,0,0,0,18,8,1,1,0,2,7,3,37,68,2,0,0,5,0,2,196
Armando#9710,38,0,7,5,8,0,11,19,124,40,0,0,0,0,0,0,29,43,38,36,0,0,2,38,438
TK#9181,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,8,0,0,0,0,3,99
Heyzeus#5605,3,0,0,4,0,0,0,0,0,0,1,2,0,5,4,1,2,0,1,2,19,50,7,6,107
FatMac#8726,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5
crackprosh#2221,9,25,0,0,0,0,0,0,0,0,0,7,9,10,18,14,14,32,35,2,0,27,1,28,231
Tatsumaki#8792,7,1,1,0,0,0,0,1,1,0,3,2,0,0,21,6,6,4,3,6,2,14,2,1,81
Sicachu#9075,3,0,0,0,0,0,1,1,4,10,0,2,0,0,0,0,20,4,0,39,22,86,0,42,234
teepan#5598,15,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,18
MrMallard#2805,21,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
Zeni#9219,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Lee🐧#0890,5,3,0,2,0,0,0,4,0,0,0,0,0,2,6,0,0,0,0,0,0,1,0,0,23
ari5#1107,0,0,1,0,0,0,0,0,0,0,3,2,0,0,1,0,1,5,3,1,0,7,0,0,24
soup#8488,0,0,1,2,0,0,0,0,0,0,0,0,0,0,5,0,0,1,8,0,0,0,7,0,24
wlofaubro#7636,0,0,0,0,0,0,1,1,7,0,0,3,0,0,6,0,20,9,14,60,18,1,0,0,140
alexadorable#0434,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
kbelf93#4338,0,0,0,0,0,0,26,74,0,0,0,0,0,0,28,45,4,0,37,171,46,0,0,0,431
cdorner#9745,0,0,0,0,0,0,9,0,0,1,3,14,3,0,0,2,1,0,3,5,14,0,0,0,55
Barinade88#3367,0,0,0,0,0,0,0,3,0,0,5,7,6,8,12,1,0,6,5,12,21,44,0,19,149
BatmanVonDoom#4077,0,0,0,0,0,0,0,4,131,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,140
Hosea#8894,0,0,0,0,0,0,0,5,5,6,0,3,0,2,4,1,0,13,33,45,8,44,1,0,170
evae#8174,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hiten#5040,0,0,0,0,0,0,0,0,8,3,0,4,2,5,19,8,2,38,15,50,13,2,5,0,174
MegaTech#3319,0,0,0,0,0,0,0,0,71,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,78
NigerianKnightmare#9835,0,0,0,0,0,0,0,0,0,3,0,13,0,0,0,3,0,0,0,0,0,0,0,0,19
Komb#7546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,14,10,0,0,31
jesus115#9404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,21
uglybass#1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,99,7,1,139
daffadilio#0043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,5
total,355,69,20,23,8,0,49,113,394,87,23,74,22,37,150,89,224,349,252,504,242,476,39,165,3764
