user,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,total
Lee🐧#0890,5,0,0,0,0,0,0,0,0,0,0,0,2,15,2,10,0,0,0,0,0,3,3,0,40
Komb#7546,13,6,49,9,1,0,0,0,0,3,26,20,0,0,0,0,0,0,0,0,0,0,0,0,127
crackprosh#2221,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,7,1,0,5,0,0,23
wlofaubro#7636,1,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,4,2,19,10,0,0,43
daffadilio#0043,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Sicachu#9075,0,0,70,3,0,0,0,0,0,0,0,0,0,4,46,102,76,88,37,3,0,0,0,0,429
Armando#9710,0,0,36,1,0,0,0,0,0,0,0,0,26,53,33,13,20,10,51,14,10,6,0,0,273
soup#8488,0,0,63,0,0,0,0,0,0,0,0,0,0,3,0,0,17,0,0,0,0,0,0,0,83
Heyzeus#5605,0,0,4,0,0,0,0,0,0,0,0,0,2,10,5,26,8,9,10,10,6,1,0,4,95
uglybass#1046,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10
jesus115#9404,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Hiten#5040,0,0,0,0,0,0,0,2,3,1,2,4,11,48,47,45,51,5,0,0,4,1,3,5,232
Hosea#8894,0,0,0,0,0,0,0,0,1,0,14,1,0,15,13,10,5,1,1,14,1,2,1,0,79
SunbreakerforLife#6989,0,0,0,0,0,0,0,0,3,2,0,1,13,26,3,0,4,23,4,11,0,4,4,0,98
FatMac#8726,0,0,0,0,0,0,0,0,5,3,4,0,0,0,2,0,0,0,0,0,0,0,0,0,14
breezyexcursion#9570,0,0,0,0,0,0,0,0,0,3,4,2,0,6,6,0,2,30,1,12,0,0,7,2,75
John#6516,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,44,3,18,0,1,6,5,82
Barinade88#3367,0,0,0,0,0,0,0,0,0,0,0,5,0,39,37,33,4,0,0,6,14,28,0,0,166
cdorner#9745,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,1,10,0,0,0,17
renavlt#4826,0,0,0,0,0,0,0,0,0,0,0,0,4,21,22,8,6,2,3,4,1,7,0,0,78
ari5#1107,0,0,0,0,0,0,0,0,0,0,0,0,5,14,24,3,3,2,1,2,2,9,0,0,65
bokchoiii#2235,0,0,0,0,0,0,0,0,0,0,0,0,3,49,2,0,1,3,15,0,0,0,1,1,75
Tatsumaki#8792,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,1,0,0,6
MegaTech#3319,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,5,5,0,0,21
NigerianKnightmare#9835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,13,0,3,1,12,48,0,0,117
Zeni#9219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,1,10
TK#9181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48,0,0,2,0,0,51
Neoconkers#1373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,0,0,0,0,0,27
ChrasSC#3466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
total,20,10,222,13,1,0,0,14,16,13,50,33,71,315,244,303,216,235,203,101,84,138,25,18,2345
