user,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,total
soup#8488,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Hiten#5040,19,0,0,0,0,0,0,0,4,2,6,4,32,12,99,39,35,0,0,2,0,4,7,0,265
renavlt#4826,19,0,0,0,0,0,0,0,0,0,0,3,0,31,68,15,20,7,14,4,16,15,20,11,243
Heyzeus#5605,17,6,27,0,0,0,0,0,0,0,0,3,16,4,11,2,15,10,7,41,25,14,9,34,241
zithers#4885,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Armando#9710,15,13,91,0,0,0,0,0,0,0,4,0,0,55,56,35,64,26,41,0,0,0,16,36,452
bokchoiii#2235,1,91,185,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,32,146,168,21,49,10,709
Sicachu#9075,4,40,68,0,0,0,0,0,0,0,0,5,30,41,57,47,36,30,32,98,12,53,36,61,650
crackprosh#2221,3,8,38,0,0,0,0,0,0,0,0,5,2,11,3,11,23,7,20,2,2,0,0,16,151
Zeni#9219,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lee🐧#0890,0,4,0,0,1,0,0,0,0,0,0,0,0,0,18,2,0,0,5,0,9,6,14,11,70
SunbreakerforLife#6989,0,63,23,0,0,0,0,0,0,4,1,2,0,74,4,0,3,0,0,3,0,32,1,24,234
alexadorable#0434,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,52
wlofaubro#7636,0,0,0,0,0,0,0,0,3,6,3,1,0,0,13,0,5,7,21,62,52,22,0,0,195
breezyexcursion#9570,0,0,0,0,0,0,0,0,4,8,3,0,0,25,0,0,5,0,8,0,2,22,0,9,86
Hosea#8894,0,0,0,0,0,0,0,0,5,6,2,0,0,0,13,7,5,3,22,12,3,12,0,4,94
BatmanVonDoom#4077,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,15
cdorner#9745,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,23,8,7,0,0,40
uglybass#1046,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,81,46,14,0,0,151
Barinade88#3367,0,0,0,0,0,0,0,0,0,0,0,0,0,25,38,43,7,4,12,0,2,5,0,18,154
ari5#1107,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,1,0,0,0,9,0,1,19
NigerianKnightmare#9835,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,2,0,1,35,0,0,0,0,62
MegaTech#3319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,4
Tatsumaki#8792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,13,0,3,0,1,1,0,1,41
teepan#5598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
Neoconkers#1373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
SaltyPirate#1806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TK#9181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,30,0,0,36
daffadilio#0043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,16,0,0,50
John#6516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26
FatMac#8726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
evae#8174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
total,86,228,474,0,1,0,0,0,16,28,20,32,80,308,396,234,241,107,222,569,346,283,160,241,4072
