user,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,total
Hosea#8894,19,0,0,0,0,0,0,0,0,3,10,10,0,4,5,2,1,1,9,5,4,8,6,1,88
renavlt#4826,10,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,4,2,1,2,5,4,40
Barinade88#3367,36,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8,0,0,0,6,0,52
bokchoiii#2235,5,0,2,0,0,3,1,0,0,0,0,0,0,14,138,0,0,49,20,2,2,0,0,0,236
Heyzeus#5605,3,1,2,0,0,0,0,0,0,3,0,0,0,0,0,1,1,2,4,15,20,16,5,10,83
crackprosh#2221,31,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,35
kbelf93#4338,9,0,0,0,0,0,0,0,0,1,122,39,0,0,0,0,0,65,23,12,3,21,7,0,302
SunbreakerforLife#6989,22,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,0,27,12,2,0,82
Armando#9710,20,0,11,0,1,2,0,0,0,0,0,0,0,6,0,0,6,18,20,15,0,0,0,0,99
Sicachu#9075,20,0,0,0,0,0,0,0,0,2,23,40,5,21,43,5,0,37,32,30,22,17,23,18,338
ari5#1107,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,7,1,4,2,30
John#6516,38,0,0,0,0,0,0,0,4,11,0,3,5,6,69,4,0,1,58,33,43,89,4,0,368
Tatsumaki#8792,2,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,3,3,0,0,0,0,0,12
Lee🐧#0890,0,0,1,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,13
cdorner#9745,0,0,0,0,0,0,1,2,0,3,7,0,2,0,0,6,8,4,0,0,2,0,0,0,35
soup#8488,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,13,6,0,0,6,5,32
wlofaubro#7636,0,0,0,0,0,0,0,0,0,1,13,26,1,16,0,0,1,16,4,21,9,0,1,0,109
Hiten#5040,0,0,0,0,0,0,0,0,0,3,18,30,3,0,0,0,0,2,0,9,0,0,1,1,67
breezyexcursion#9570,0,0,0,0,0,0,0,0,0,2,20,13,12,16,3,0,12,5,0,14,1,1,0,6,105
FatMac#8726,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1,0,0,5,1,0,0,0,0,0,26
TK#9181,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,12,0,0,48,27,45,22,8,166
Komb#7546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13,0,0,0,0,18
Neoconkers#1373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
uglybass#1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,24,0,0,49
total,222,1,21,0,3,5,2,3,4,30,232,170,29,103,260,23,46,226,204,229,193,236,92,55,2389
