user,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,total
Armando#9710,61,0,3,1,3,0,0,0,0,0,0,0,15,38,37,28,32,137,92,2,0,0,0,0,449
uglybass#1046,25,4,0,0,0,0,0,0,0,0,0,2,4,2,33,4,15,125,16,5,52,4,43,0,334
crackprosh#2221,41,9,4,0,0,0,0,0,0,0,0,0,4,9,13,9,11,25,25,6,11,21,29,6,223
Heyzeus#5605,8,0,0,0,0,0,0,0,2,5,0,0,3,30,0,3,7,15,0,1,0,12,12,9,107
TK#9181,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
bokchoiii#2235,24,0,0,0,5,0,0,0,0,0,0,0,0,1,36,0,5,18,0,0,0,0,1,3,93
Barinade88#3367,8,0,0,0,0,0,0,0,8,4,1,0,2,17,17,6,5,25,20,14,58,41,31,6,263
breezyexcursion#9570,4,0,0,0,0,0,0,1,0,0,0,0,4,26,5,0,2,13,23,25,102,34,22,9,270
Tatsumaki#8792,2,0,0,0,0,0,1,2,0,1,0,0,0,9,0,2,2,6,7,16,22,3,2,2,77
pao#7845,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
soup#8488,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,30,19,8,37,13,12,0,0,3,124
Lee🐧#0890,0,6,1,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,11,29,3,0,0,0,57
zithers#4885,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,22
teepan#5598,0,0,0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SaltyPirate#1806,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,5,16,0,8,0,36
ChrasSC#3466,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6
wlofaubro#7636,0,0,0,0,0,0,1,1,3,24,1,1,10,14,0,19,5,1,27,27,14,8,0,0,156
ari5#1107,0,0,0,0,0,0,1,2,0,1,0,0,0,3,1,8,6,6,1,15,21,0,0,1,66
renavlt#4826,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,15,42,32,3,5,0,0,104
cdorner#9745,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,6
Hosea#8894,0,0,0,0,0,0,0,1,7,16,4,0,0,0,0,5,18,16,38,10,34,10,34,0,193
FatMac#8726,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,13,0,0,0,0,0,0,1,19
Hiten#5040,0,0,0,0,0,0,0,0,15,3,1,0,4,29,89,11,0,0,80,22,0,0,14,0,268
NigerianKnightmare#9835,0,0,0,0,0,0,0,0,0,9,6,0,0,53,7,4,8,11,0,0,0,0,0,0,98
MrMallard#2805,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,6,10
Chucky#6989,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,18,7,73,0,2,0,0,0,0,114
GitHub#0000,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,10
SwordMaster13X#7574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,26
jesus115#9404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,43,0,0,0,0,0,0,0,0,58
MegaTech#3319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
Neoconkers#1373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
John#6516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,47,60,0,124
Paul#5461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,28
total,177,21,14,8,10,2,3,12,36,71,15,5,52,252,279,201,159,499,420,238,379,194,264,46,3357
