user,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,total
Sicachu#9075,35,28,28,0,0,0,0,0,0,0,0,5,34,35,57,5,0,0,6,1,1,32,23,0,290
Heyzeus#5605,20,9,9,0,0,0,0,0,0,9,4,5,1,7,3,7,2,11,0,0,0,4,7,4,102
SunbreakerforLife#6989,22,0,9,0,0,0,0,0,0,0,0,0,5,4,9,11,1,8,0,14,16,2,1,0,102
Shinroken#0512,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Zeni#9219,0,1,4,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,98
Armando#9710,0,32,18,0,0,0,0,0,0,0,0,0,0,0,108,28,0,22,7,20,45,28,24,0,332
ari5#1107,0,7,0,0,0,0,0,0,0,5,0,15,7,10,5,0,1,5,0,0,0,15,18,2,90
Tatsumaki#8792,0,0,1,0,0,0,0,0,0,0,1,0,1,1,4,4,0,2,1,1,0,1,0,0,17
Lee🐧#0890,0,0,6,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,2,0,0,0,16
bokchoiii#2235,0,0,3,0,0,0,0,0,2,44,7,0,0,6,10,26,0,0,0,16,47,14,0,0,175
parappa#2423,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Hiten#5040,0,0,0,0,0,1,7,3,0,14,1,6,12,3,15,2,6,5,0,0,0,4,6,0,85
wlofaubro#7636,0,0,0,0,0,3,11,0,0,0,4,2,15,0,14,0,2,24,33,48,50,35,1,0,242
cdorner#9745,0,0,0,0,0,0,0,2,2,2,0,0,7,0,15,0,0,0,0,7,11,1,0,0,47
breezyexcursion#9570,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,5,4,4,0,9,33,2,0,3,63
Hosea#8894,0,0,0,0,0,0,0,0,0,4,10,6,16,0,42,2,3,2,2,23,10,0,0,1,121
Barinade88#3367,0,0,0,0,0,0,0,0,0,2,0,2,11,1,44,2,5,27,0,2,0,21,1,0,118
renavlt#4826,0,0,0,0,0,0,0,0,0,12,0,6,5,6,30,6,4,6,5,2,21,14,11,2,130
NigerianKnightmare#9835,0,0,0,0,0,0,0,0,0,0,4,2,4,0,0,0,0,0,0,0,38,13,3,5,69
GB#6383,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
crackprosh#2221,0,0,0,0,0,0,0,0,0,0,0,1,10,10,0,18,6,28,22,27,23,21,2,2,170
MegaTech#3319,0,0,0,0,0,0,0,0,0,0,0,2,17,0,23,0,0,0,0,0,0,0,0,0,42
teepan#5598,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,6
FatMac#8726,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
TK#9181,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,0,1,99,28,58,22,31,0,0,263
MrMallard#2805,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0,0,0,0,0,0,0,0,0,0,22
Neoconkers#1373,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,8,2,0,0,0,0,0,0,28
soup#8488,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,6,10,0,0,1,40
jesus115#9404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,12
ChrasSC#3466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,5
uglybass#1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,26,0,16,1,0,90
BatmanVonDoom#4077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,8,0,0,0,0,0,73
total,80,77,80,3,3,4,20,5,5,93,31,60,153,151,405,117,45,359,200,267,329,254,98,20,2859
